MAG,domain,phylum,class,order,family,genus,species,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pontimonas,,5.4301550415463e-06,1.71732094667708e-06,1.33687820439769e-06,1.54409573452377e-06,4.43620892877115e-06,1.73379758277994e-06,7.24089317175843e-07,1.23439005119172e-06,7.13012619593772e-07,8.76751681093988e-07,9.15310228998117e-07,5.93185328760446e-07,3.36198520101364e-06,1.46900391251704e-06,1.77990104304975e-06,1.79025706301168e-06,2.4107734788131e-06,8.57712058305327e-07,4.96266396304084e-06,5.21262735146739e-07,9.02162151184249e-07,2.75671561567845e-06,4.66185409172425e-07,3.75866561760626e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3478,,2.20412197258337e-06,2.14240038892389e-06,1.73432848138079e-06,2.15070477308668e-06,2.57338526604041e-06,1.46359536208696e-06,7.06849095338323e-07,1.00837497139605e-06,8.29084441388108e-07,7.04839586761834e-07,1.78597117853291e-07,3.29547404866914e-07,2.81679841166008e-06,1.76630232338358e-06,2.14975061043671e-06,1.44093861169233e-06,1.76343615579847e-06,1.00687937279321e-06,5.02548249421858e-07,4.46796630125777e-07,5.45493393739314e-07,5.51343123135691e-07,5.22127658273116e-07,7.01243585374303e-07
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,,5.47022998650236e-06,2.55047665348082e-06,1.82465808978604e-06,2.15070477308668e-06,5.83812776773347e-06,8.10606662078933e-07,3.79284880425442e-07,6.08502137911411e-07,6.63267553110486e-07,3.7820660753074e-07,3.10312492270093e-06,4.17426712831425e-07,1.92632665571592e-06,2.99047225048112e-06,2.6351781676321e-06,3.01287164262941e-06,2.36612952550174e-06,1.56625680212277e-06,1.8060327713598e-06,4.46796630125777e-07,1.15392833291009e-06,1.03857658079049e-06,1.15613981474762e-06,1.48663640099352e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Glaciecola,,2.40449669736367e-06,8.16152529113861e-07,5.78109493793597e-07,8.45576235572539e-07,2.57338526604041e-06,6.079549965592e-07,1.0344133102512e-06,1.25177582656062e-06,3.13393918844705e-06,6.70457167895403e-07,8.26011670071472e-07,2.63637923893531e-07,5.23379317779421e-06,9.33866772957261e-06,6.14874905780823e-06,9.23510655675536e-06,1.06922268180692e-05,3.99022566255087e-06,2.16723932563176e-06,9.12209786506794e-07,1.3847139994921e-06,9.87288848405772e-07,5.5942249100691e-07,1.48663640099352e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,,2.74513372949019e-06,1.56429234746823e-06,1.64399887297554e-06,2.09555849685368e-06,3.36076433997815e-06,1.32849425174047e-06,1.32749708148905e-06,1.25177582656062e-06,1.47577030567083e-06,7.39222005628264e-07,1.07158270711975e-06,8.78793079645105e-07,1.56286879614688e-06,3.53260464676717e-06,2.4733689819003e-06,3.97349738375763e-06,5.15637660746134e-06,1.16723423586768e-05,2.12012542724846e-06,8.56360207741072e-07,1.279811423773e-06,1.06422044698285e-06,1.10019756564692e-06,9.2564153269408e-07
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-140,SZUA-140,,,1.60500154549025e-05,1.35855389742078e-05,1.14176625024235e-05,9.39324905168625e-06,1.26556782859748e-05,6.41730274145822e-06,1.41369819067665e-06,1.47779090635628e-06,2.50383501299208e-06,1.59878247728904e-06,2.72360604726269e-06,1.31818961946766e-06,5.49003096879038e-05,0.0001207556192372,9.56985755613762e-05,0.0001137031559044,0.0035791727029011,0.0005514715616617,1.58616791223774e-06,9.68059365272516e-07,2.43373975668309e-06,2.4874550206587e-06,2.08851063309247e-06,1.06589024976894e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,,7.53408965173951e-06,7.82146173734117e-06,5.70883125121177e-06,5.11022159759056e-06,6.2990325915019e-06,4.72853886212711e-06,1.06889375392625e-06,8.17131442338181e-07,1.37628017270426e-06,1.63316489615547e-06,2.67895676779937e-07,9.66672387609615e-07,1.60284916069948e-05,0.0004340032154397,0.0006655674121107,0.000723198356247,0.0054205795231579,0.0049588436191779,1.6175771778266e-06,7.44661050209628e-07,9.23142666328069e-07,2.19255055944658e-06,9.88313067445542e-07,1.54273588782347e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8,Bacteria,Gemmatimonadota,Gemmatimonadetes,KS3-K002,,,,1.34050690878025e-05,1.63230505822772e-05,3.04230121108881e-05,6.30321937343095e-05,1.26556782859748e-05,3.52163560969848e-05,1.21026357299391e-05,1.23960578380239e-05,8.52298805746975e-06,1.10367564561243e-05,1.61630391657229e-05,1.00182411079542e-05,2.88040353708466e-05,0.0001038445861015,0.0004001078851188,0.0055289032854666,0.0105969789436794,0.0162814259172093,5.99916972747342e-06,3.33235819968808e-06,8.1824009060897e-06,7.61622825913024e-06,7.58949846132709e-06,5.89044611714414e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,,,3.9914645176237e-05,4.08586359887627e-05,4.20755315951652e-05,4.52199465110532e-05,4.19807476982413e-05,3.75130749728751e-05,7.18917250624587e-06,6.43273688649206e-06,1.23036131101995e-05,8.0111035958784e-06,1.41314969501417e-05,1.16659781322888e-05,8.83384327682557e-05,0.0010492710207989,0.0021011385079232,0.0003735305864764,0.0268818654029452,0.0007720900197892,8.21352295148848e-06,2.84832851705183e-06,1.29030168134491e-05,1.0039573614308e-05,1.32583130368638e-05,7.01243585374303e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16,Bacteria,Desulfobacterota_D,UBA1144,RKRQ01,,,,4.62865614242507e-06,7.03931556360705e-06,4.55261226362458e-06,5.18374996590122e-06,4.93552248785362e-06,1.75631443450436e-05,4.75830122715554e-06,4.29428651611767e-06,3.03444905548047e-06,3.7820660753074e-06,3.83983803384576e-06,3.51517231858042e-06,8.99558202433379e-06,0.0001225568978442,0.0002502032323372,0.0007712078109002,0.0036683266776639,0.0018543175323131,2.68549220784805e-06,1.1914576803354e-06,5.81160269483807e-06,2.94904461212114e-06,3.02088145143732e-06,3.73061587419129e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17,Bacteria,Proteobacteria,Gammaproteobacteria,SLND01,,,,3.04569581666065e-05,0.0002261252600976,2.49309719198489e-05,2.96686966133495e-05,2.69245234551392e-05,0.0001455264126948,1.7136780506495e-05,1.2882859548353e-05,1.13584568470171e-05,1.01256223561639e-05,1.34394331184602e-05,1.14682496893686e-05,2.55329146347252e-05,0.0001113295107986,0.0001584343084293,0.0011753692590767,0.0038768809055579,0.0071674335233998,1.40870556166064e-05,7.57692618588296e-06,2.51766181725837e-05,4.80437833113822e-05,1.55332978336252e-05,1.39126727338262e-05
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,JABDJL01,,5.06948053694175e-05,5.97321632245207e-05,4.53635293411163e-05,3.5440673525736e-05,3.97914497853413e-05,2.41830987520215e-05,2.65499416297809e-06,1.87766373984093e-06,3.73087998624648e-06,5.05421557336534e-06,3.63891627626081e-06,3.93259903141184e-06,0.0002239990788524,0.0009801229080597,0.000740207677929,0.0003868920172393,0.0022317289040579,0.0002478974307645,2.62267367667032e-06,7.63277576464868e-07,3.48276551387408e-06,3.51320966835301e-06,3.37518236240836e-06,2.49642716393252e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,,0.0005675814454126,0.0002853983375245,0.0002711152866675,0.0001961920687449,0.0003388226585727,5.24867813696109e-05,8.36150759119724e-06,7.19771100272355e-06,8.52298805746975e-06,8.93942890527204e-06,8.97450517212788e-06,9.31520664423811e-06,0.0016151885550318,0.0030137314790959,0.0032546993086032,0.0025124511287112,0.014830832899915,0.0136847399525186,4.80561763509651e-06,2.99726072709375e-06,8.01455678493915e-06,9.11639443138317e-06,1.00323100053906e-05,4.15136202541587e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,J153,,,8.54798575912786e-05,0.0001108097090048,9.07812564472758e-05,0.000111009454057,9.55033203583504e-05,0.0001372402112603,4.41004874603764e-05,4.31688802409724e-05,0.0001193384144934,5.84673032823658e-05,0.0001289247944503,8.27603382755777e-05,0.0004664799898638,0.0010190165354578,0.0020087223472724,0.0036816199852771,0.0099096406384978,0.0061637985396967,5.57828556858262e-05,2.41828676055577e-05,0.0001335409788904,9.33180290739897e-05,0.0001711459874153,4.81894591869221e-05
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,70-9,,,1.36655562300169e-05,5.37810510330655e-05,1.87162948615677e-05,1.95953101547897e-05,2.11440087903768e-05,3.87064681142691e-05,1.77574284926457e-06,1.13007539897834e-06,4.69261793825669e-06,2.5614902055491e-06,3.70589019545579e-06,4.54775418716342e-06,0.0016345245131609,0.0004519810252262,0.0011981739047459,0.0005847154227021,0.0028622577786508,0.0042188059260892,5.38668904849054e-06,3.59298956726145e-06,1.22526208439907e-05,9.79595688548065e-06,4.60591184262356e-06,3.1135215190619e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Palsa-739,,8.77641294537741e-06,1.45547201025305e-05,1.00988502197069e-05,7.90429959339548e-06,1.25788608153468e-05,1.13484932691051e-05,2.72395505032817e-06,1.21700427582282e-06,3.25001101024138e-06,2.83654955648055e-06,2.85755388565266e-06,3.36138352964253e-06,2.69685731800229e-05,4.60637655424986e-05,6.8699557142128e-05,0.0006529198503222,0.0004408143949963,0.0025871579024778,3.64347480830847e-06,1.93611873054503e-06,5.26610930109876e-06,6.69304907620536e-06,3.71083585701251e-06,2.88912357174213e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAAYYF01,,1.00187362390153e-05,0.0001031582790444,2.68640255397212e-05,5.9668270884097e-05,1.41536189632223e-05,0.0001596219618743,1.87918418028969e-05,1.69163594339372e-05,1.70625578037673e-05,2.49100624687292e-05,1.60290913273329e-05,1.75758615929021e-05,1.66463699682621e-05,0.0003277452657676,0.0001495579188121,0.0031796712031344,0.0011714350129132,0.0069001256958375,1.23438413764244e-05,6.57163376809996e-06,1.36373348434828e-05,2.77979509525158e-05,9.58477201258507e-06,1.511881170067e-05
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,,,2.03580720376791e-05,4.96152724990468e-05,4.14070924929664e-05,4.75728542969942e-05,9.25458477391697e-05,0.0002217909894854,2.53431261011545e-06,3.39022619693501e-06,4.11225882928501e-06,3.85083091304026e-06,4.28633082847899e-06,2.74622837389095e-06,1.71552109716588e-05,2.70891316724868e-05,4.1099533175876e-05,0.000227318982196,0.001590306904857,0.0078959666873586,3.26656362124207e-06,9.68059365272516e-07,3.73453169559992e-06,2.83364721425553e-06,3.71083585701251e-06,2.80497434149721e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Sunxiuqinia,,8.99682514263575e-06,3.63527939009466e-05,2.79118489972221e-05,4.41721672626263e-05,5.46748347195302e-05,0.000153114591726,3.62044658587922e-06,3.77271325505075e-06,3.51531803148558e-06,2.93969681307984e-06,3.48264379813918e-06,2.74622837389095e-06,1.96994159886421e-05,1.40779541616216e-05,1.92552931020837e-05,0.0002753939340588,0.000884195817308,0.0046764139551094,3.14092655888661e-06,1.04252547029348e-06,8.56005017867846e-06,3.42345613667976e-06,9.65936167805266e-06,5.52579945274951e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,,,,9.17716239493802e-06,9.92985577088531e-06,9.93625692457745e-06,9.02560721013297e-06,8.06583441594755e-06,6.75505551732444e-06,7.24089317175843e-07,5.91116362542514e-07,1.69133226043174e-06,1.23776707919151e-06,2.00921757584953e-06,1.71364650530795e-06,1.41930294161711e-05,3.93832953689092e-05,9.17920395058514e-05,0.0017211356744568,0.0010816113788508,0.0022689094370179,1.68039570900434e-06,6.14345366422943e-07,3.0841357261415e-06,2.25666022492748e-06,2.94629178596973e-06,1.7110343483133e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WC007,,6.40597995122639e-05,0.0004240932579407,0.0001440215276413,0.0002539486020529,0.0002550724112205,0.0008841692166625,2.13261544130123e-05,1.7629176224062e-05,1.44426509689808e-05,1.80851523237427e-05,1.89536191321805e-05,1.32258358486588e-05,0.0001038944291578,4.55216331462125e-05,6.69890028929633e-05,0.0010867297020545,0.0010758969528269,0.0074234232809753,1.2909208157024e-05,4.24456798619488e-06,2.85754616258825e-05,1.33476323531222e-05,2.52299543444117e-05,2.89192854608362e-05
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAAYYF01,,6.69251580766222e-06,7.76705156873358e-05,2.05048211079916e-05,4.06979518599479e-05,1.0677628417302e-05,0.0001204876735773,1.4154222128604e-05,1.31262604035176e-05,1.25025933761327e-05,1.6916150082284e-05,1.29482910443636e-05,1.47637237380378e-05,1.32843847672485e-05,3.21781809408494e-05,0.0001878835802325,0.0014768747473718,0.0026116489467375,0.0044851814579359,8.76318509929364e-06,4.54243240627873e-06,9.90280314788292e-06,1.86687345880364e-05,7.30978721582363e-06,1.44456178587106e-05
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geothermobacteraceae,,,6.7426094888573e-05,6.47140942876532e-05,8.99682899716286e-05,8.25907397049439e-05,7.4762603288771e-05,9.83310914805195e-05,1.02579319933244e-05,7.66712693768378e-06,2.10089997447746e-05,1.32028488447095e-05,2.46687269034859e-05,1.57523659526385e-05,0.0004841622147319,0.0007302523377973,0.0010030320267534,0.0003757574916035,0.0073264298900196,0.0062338698856774,1.52177891778056e-05,6.79503208316285e-06,2.33513133550714e-05,2.74261148927266e-05,1.50857598408197e-05,2.02238650021949e-05
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,,2.86535856435838e-05,1.35685357965179e-05,1.00085206113017e-05,8.49252653988072e-06,1.48641805665319e-05,3.30997720348898e-06,6.89608873500803e-08,6.95431014755899e-08,2.98470398899719e-07,5.6730991129611e-07,4.46492794633228e-08,1.31818961946766e-07,0.0004736946283763,0.0010518068013622,0.0007324870682098,0.0012096897969189,0.0016918495766637,0.0061171278161763,1.5704632794433e-07,3.35097472594332e-07,8.3922060575279e-08,8.9753531673252e-08,1.8647416366897e-08,1.12198973659888e-07
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49,Bacteria,Bacteroidota,Rhodothermia,Balneolales,M1805,,,1.88352241293488e-06,4.0552578790345e-05,3.39639327603738e-06,6.19476503017273e-06,7.56652085686509e-06,9.65072264908419e-05,2.44811150092785e-06,2.22537924721888e-06,1.89031252636489e-06,3.28352100174415e-06,3.08080028296927e-06,2.61440941194419e-06,1.52652301018998e-06,4.80923899931174e-05,4.53528032008261e-05,0.0011670729458579,0.0004816859342528,0.0053276970960778,1.36630305311568e-06,7.44661050209628e-07,2.89531108984713e-06,2.52592081994724e-06,2.03256838399177e-06,1.06589024976894e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,,,8.32957730911733e-05,0.0001178150182131,9.39789245848216e-05,9.75353805640846e-05,0.0002960929405359,0.0001374878966292,1.01717308841368e-06,1.40824780488069e-06,3.89669687452411e-06,2.49272536781624e-06,2.18781469370282e-06,6.54700844335603e-06,7.30186839874206e-05,1.38855846016492e-05,4.43819480864353e-05,0.0002089360986953,0.0011678634966483,0.0046804414726006,3.23515435565321e-06,1.86165262552407e-06,5.83258320998189e-06,2.76953754877463e-06,4.00919451888286e-06,2.2159297297828e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,ATBO01,,4.6466898676553e-05,7.40828451947728e-05,0.0001153870417768,0.0002085999808973,9.42550364606443e-05,0.0003062066666003,3.41011587946147e-05,2.15757472328018e-05,4.83024595552711e-05,3.17349726137157e-05,5.9204944568366e-05,3.64699128052718e-05,7.10014928668124e-05,8.08301914720685e-05,0.0001201317626068,0.0002527318995295,0.0006845257361229,0.0046989382195971,2.47190920184376e-05,1.0983750490592e-05,4.77936134976214e-05,3.40037665710663e-05,3.12717172472863e-05,2.10373075612291e-05
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.9,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-39,SG8-39,,2.2241594450614e-05,2.71370715930359e-05,2.14803808787683e-05,2.10474954289252e-05,2.30068324531075e-05,2.47685368968563e-05,8.17186515098452e-06,6.8326097199767e-06,1.08941695598397e-05,1.05038289636946e-05,1.07381517109291e-05,8.89777993140668e-06,4.61228023793115e-05,0.0002011311190221,0.0002854314036308,0.0019256616277043,0.0018284377518198,0.0059741882370683,7.4125866789724e-06,3.16480946339092e-06,1.23575234197098e-05,1.03729438748087e-05,1.23818844676196e-05,6.50754047227353e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022,Bacteria,SAR324,SAR324,,,,,8.55600074811907e-06,2.16790515545869e-05,9.5207407259133e-06,1.24262942445008e-05,1.03319497994757e-05,4.62721302936724e-05,1.94814506763977e-06,2.01674994279211e-06,4.55996442763459e-06,2.57868141498232e-06,3.99611051196739e-06,3.25153439468689e-06,5.99523739359135e-05,0.0003842319638322,0.0004877622325895,0.0030986074900251,0.0058056336204683,0.0104672569167579,3.25085898844764e-06,1.88026915177931e-06,5.83258320998189e-06,3.66707286550715e-06,5.37045591366634e-06,2.60862613759241e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10,Bacteria,Acidobacteriota,Acidobacteriae,UBA7540,UBA7540,SCRD01,,5.08951800941978e-06,6.68224883211974e-06,5.00426030565083e-06,4.24626326994036e-06,5.26199673802293e-06,5.38152756213514e-06,1.13785464127633e-06,9.38831869920463e-07,2.12245616995356e-06,1.78788578105441e-06,1.20553054550972e-06,1.53788788937893e-06,6.85118065287645e-06,0.0002621122695333,0.0003313620967807,0.0083192809070088,0.0041717095732261,0.0079047489129991,1.42912158429341e-06,6.14345366422943e-07,3.31492139272352e-06,2.89775687973642e-06,1.28667172931589e-06,1.43053691416358e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,NaphS2,,0.0001837436226235,0.0004243142992507,0.0003053321423314,0.0003847739513696,0.0004296401132228,0.0007319327821538,3.96525102262962e-06,4.17258608853539e-06,7.04721775179891e-06,4.28061114887065e-06,6.56344408110845e-06,6.15155155751573e-06,3.67819353883871e-05,1.70684264121027e-05,4.22090818780369e-05,0.0002733416881573,0.0006504400777697,0.0031276097287817,8.87311752885467e-06,3.7046887247929e-06,1.46863606006738e-05,7.3982553964952e-06,1.50484650080859e-05,6.5355902156885e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,,,2.83930985013694e-05,3.00616181556939e-05,2.25462702579503e-05,1.93931071419354e-05,2.07407170695794e-05,2.56016604106596e-05,3.87904991344202e-06,3.4423835230417e-06,4.37756585052921e-06,6.73895409782046e-06,6.60809336057178e-06,5.20684899689725e-06,3.29656278629121e-05,0.0006718944085583,0.0001446574120442,0.002036133587934,0.0011517023855496,0.0056225635849917,4.80561763509651e-06,2.99726072709375e-06,6.35709608857738e-06,5.29545836872187e-06,4.66185409172425e-06,4.09526253858593e-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.38,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,,,1.28239823859396e-05,1.39426057056951e-05,1.0875684851992e-05,8.95207884182232e-06,1.22907953004915e-05,7.92593180699401e-06,3.31012259280386e-06,1.87766373984093e-06,3.067612433136e-06,2.44115173951659e-06,2.45571037048275e-06,2.87804733583772e-06,1.46836975265893e-05,1.32734996381004e-05,2.07115757736698e-05,0.0001493118055358,0.0007312233112866,0.0026233682680697,1.83744203694867e-06,1.24730725910113e-06,3.92335633189429e-06,2.43616728827398e-06,3.50571427697664e-06,2.01958152587799e-06
